UNIQUD,NAME,MPP,CLP,CMP,GMP,MEP,CD8
NM_001110017,Dzip3,51.311,86.3395,81.0192,65.5957,105.3224,39.9137
NR_105989,Mir7022,0,0,0,0,0,0
NM_001008429,Taar3,0,0,0,0,0,0
NM_146576,Olfr459,0,0,0,0,0,0
NM_001272028,Arvcf,30.4437,90.5186,20.9517,13.1916,197.8282,5.8193
NM_001081373,Cep164,60.7641,122.3304,85.2041,108.1065,123.0474,112.254
NM_026550,Pak1ip1,158.5391,263.9501,269.2306,237.4661,771.0153,264.4261
NR_106150,Mir7682,0,0,0,0,0,0
NM_008242,Foxd1,0,0,0,0,0,0
NR_037993,B230216N24Rik,3.545,3.4069,12.9197,13.1927,3.214,10.8097
NM_001113214,Odf2,95.5363,161.6968,188.2149,168.5714,281.416,207.8799
NM_176928,Brwd1,23.4912,45.8106,39.1135,39.5779,118.9879,57.3785
NM_145607,Ttc13,214.415,422.1662,216.8517,221.7117,425.342,398.2864
NM_011449,Spa17,4.1995,4.9212,8.7307,6.5968,24.9195,0.8318
NM_001081680,Zfp72,1.9682,0.3785,3.8396,2.9315,0.8048,1.663
NM_030098,Rnase6,19.0278,27.6339,25.4947,11.3601,12.8607,5.821
NM_134166,Vmn1r36,0,0,0,0,0,0
NM_009469,Ulk1,112.8512,164.3356,145.6091,93.4497,315.1385,107.2667
NM_025373,1110008L16Rik,85.7012,115.4935,114.5398,131.5578,273.3789,82.3215
NM_053116,Wnt16,0.2624,0,0,0,0,1.6624
NM_146007,Col6a2,0,0,0,0,0,0
NM_007831,Dcc,27.5575,2.2716,3.4925,3.6645,8.8462,3.3257
NM_009544,Zfp105,3.0179,1.8927,9.0783,5.4967,2.4118,0
NM_001004178,AA415398,8.2668,6.4352,3.8412,7.3294,4.0201,15.8003
NM_010655,Kpna2,0.9186,2.6512,0.3495,1.8326,5.6258,0
NM_152825,Usp45,35.9588,54.5286,62.1565,46.9074,250.0648,89.7987
NM_010303,Gna13,193.5633,345.739,329.999,337.88,560.4191,489.7711
NM_001163283,Zbtb5,42.9125,55.6599,66.0006,53.5039,80.4104,33.2643
NM_010206,Fgfr1,19.4182,7.572,4.5385,2.5653,6.4317,4.989
NR_040495,4930404A05Rik,0.3936,0,0,0,0,0
NM_027904,Cpn2,0,0,0,0,0,0
NM_170760,U2af1l4,159.4363,176.4719,136.8892,122.0312,349.7444,138.0318
NM_026613,Ccdc34,306.9619,466.2436,408.914,356.5686,1115.2811,80.6539
NM_146608,Olfr984,0,0,0,0,0,0
NM_008410,Itm2b,1476.9143,1744.6914,2148.8445,2755.9086,2032.3847,1474.3052
NM_198649,Ablim3,7.8719,0,0.3491,0,2.4105,0
NM_016672,Ddc,7.61,7.5746,3.8413,0.7331,3.2153,33.2606
NM_007396,Acvr2a,11.1545,3.4069,8.0339,1.0994,4.8247,13.3061
NM_021488,Ghrl,1.7072,0,0.6984,1.0994,0,1.6635
NM_147110,Olfr570,0,0,0,0.3664,0,0
NM_001163753,Rab37,97.6296,107.522,129.8969,50.5702,138.2795,222.0106
NM_001159331,N6amt1,93.8294,115.8798,150.8556,133.7569,331.2682,129.7153
NM_001033184,1700057G04Rik,0.656,0,0,0,0.8035,0.8315
NM_019781,Pex14,120.0877,207.1411,166.2212,170.0389,305.5624,181.2701
NM_009528,Wnt7b,0,0,0,0,0,0
NM_001161824,Mtx1,178.7493,293.1502,166.2236,226.473,478.3491,92.2979
NM_028903,Scara5,1.3124,0,0,0,0,0
NM_001164717,Sh3pxd2a,51.4383,57.5496,77.8708,60.8354,21.7147,242.8093
NM_019507,Tbx21,3.6738,2.6498,0,0.3662,1.607,391.7164
NM_197940,Wipf2,159.0604,206.736,221.7458,187.9988,501.7142,482.2627
NM_011198,Ptgs2,0.3937,0,0,0,0,0
NM_007639,Cd1d1,64.5638,77.2493,98.475,88.3172,76.3644,63.1939
NM_027052,Slc38a4,4.9856,0.3785,0,0,0,0
NM_001256097,Dtx2,115.8876,157.9006,121.5177,106.6435,101.3168,126.3837
NR_037854,Atp6v0c-ps2,1.7056,0.3785,0.349,5.1304,0,1.663
NM_173399,Zbtb5,42.9125,55.6599,66.0006,53.5039,80.4104,33.2643
NM_013850,Abca7,352.8965,310.9484,475.2493,430.2257,869.9623,408.269
NM_029364,Gns,82.9386,209.043,79.9692,81.3517,221.9076,87.3097
NM_028266,Col16a1,5.117,0,2.4443,2.1989,3.214,0
NR_033813,Dlk1,3.149,12.4942,2.0942,1.0992,0.8048,0
NM_001122892,Fyn,148.0164,244.9677,157.4969,59.0015,140.7145,1560.8125
NM_177546,Pcyt1b,8.4008,7.1948,14.3147,5.1308,110.9662,0
NM_027581,Lrrc63,6.1673,0,1.7453,1.8324,0,1.6636
NR_040462,1700034P13Rik,2.2305,0,0,2.9317,3.2153,1.663
NM_001284380,Adra1b,5.9042,0.7571,0.3491,0,0.8035,1.6636
NM_001199115,Slc29a1,271.497,627.5621,313.2213,251.0307,1689.3592,108.1015
NM_001194922,Cldn18,1.7056,0,0,0,0,0
NM_001164252,Tpm1,156.965,167.7515,227.6911,150.6168,672.2335,291.9065
NR_015539,9630013A20Rik,0,0,0,0,0,0
NM_001195271,Gm362,0,0,0,0,0,0
NM_028199,Plxdc1,17.0641,70.8373,24.0975,45.4404,247.6764,30.769
NR_073569,Klrb1-ps1,0,0,0.6984,0,0,0
NM_080471,Ankrd6,10.7584,13.6313,2.0953,1.8324,10.4492,3.326
NM_011106,Pkig,161.6892,506.004,327.8718,307.1064,782.3032,14.9706
NM_027248,Zfp219,145.385,157.1278,133.7467,114.3353,188.9128,34.0977
NM_172727,Fam221a,7.0882,10.9837,13.6198,11.7278,12.0602,5.8202
NM_001166532,Sfmbt1,45.937,93.5408,109.6502,96.7451,389.9326,42.4037
NM_001281525,Gm5862,0,0,0,0,0,0
NM_178381,Ano9,0.3936,1.1356,0,0,0,0
NM_001165955,Phc3,42.5179,59.8305,70.1874,74.3923,132.6852,171.2902
NM_027973,Cenpu,38.059,52.2615,86.2534,79.1575,212.2464,5.8205
NM_178785,Rasal3,238.423,285.8517,181.9388,123.867,96.4684,820.7124
NR_033590,Gm8096,0.3936,0,0,0,0,0
NM_172946,Krt222,0.9187,1.894,0,0,0.8048,1.6636
NM_027332,Rpf1,26.2432,33.3284,13.6176,19.4218,50.6676,25.7767
NR_029566,Mir10b,0,0,0,0,0,0
NM_001286179,Eif4e1b,0,0,0,0,0,0
NM_023627,Isyna1,362.2009,395.3684,362.1148,446.3464,1319.3704,328.4344
NM_027708,Fbxo24,1.5744,0.7573,0,0,2.4131,0
NM_008890,Pnmt,0,0,0,0,0,0
NM_001159389,Rfx6,4.5929,0,0.3491,0,0,0
NM_001161629,Efcab6,6.1665,0,0,0,2.4105,0
NM_026125,Fam132a,79.2676,573.1854,123.2678,124.6014,6916.833,29.9337
NM_001254735,BC017643,140.1564,187.4283,214.7512,221.3502,231.5403,208.7123
NM_019837,Nudt3,301.0471,488.5415,366.6477,343.01,646.4461,194.5865
NM_001163397,Elavl4,1.7056,0,0,0,0,0
NM_001285811,Dtna,4.7233,0.7579,1.0476,0,0.8035,0
NM_001195268,Dos,47.4971,21.2006,18.5077,10.9946,69.9456,91.4662
NM_007747,Cox5a,483.8918,1038.121,983.6085,1205.7253,2010.2731,373.3662
NM_010374,Gzmf,0,0,0,0,0,0
NM_030679,Myh1,0,0,0,0,0,0
NM_175441,Mylk3,0.9187,12.5037,13.6196,1.8322,118.9814,0
NM_011451,Sphk1,7.0855,156.4616,9.7776,6.2298,2227.2234,0
NM_001252488,Catsper3,0.9185,1.1356,2.4445,0,4.8261,0
NR_024198,Rprl3,0,0,0,0,0,0
NR_105767,Mir6349,0,0,0,0,0,0
NM_001164679,Ano8,47.5016,50.3592,47.1408,34.8136,43.4206,67.3517
NR_073373,D130058E03,1.4432,0,0,0,0,0
NM_148942,Serpinb6c,0.1312,0,0,0,0.8048,0
NM_178592,Abhd16a,259.0502,301.8026,379.5568,330.1889,1928.7849,327.6155
NM_026480,Ooep,0,0,0,0,0,0
NM_001145780,Use1,322.9599,419.6013,362.8214,403.4879,781.5418,587.9118
NM_028220,Wdr17,0.656,0,0.3495,0,0,0
NR_040564,4930547E14Rik,0.3936,0,1.0485,0,0,0
NM_010113,Egf,22.1763,18.9332,19.5535,16.1248,26.5254,14.1359
NM_198020,Trmt1,344.2375,364.2769,490.6242,458.8093,955.1988,389.1665
NM_001167818,Rnls,15.2263,10.2239,26.1915,19.0558,8.8475,8.3156
NM_177861,Tmem67,11.8122,14.3864,11.8729,14.6595,12.0602,4.9875
NM_007902,Edn2,0,0,0,0,0,0
NM_175213,Mei4,6.0368,29.5343,15.017,4.7643,8.0362,2.4953
NM_201411,Flrt1,5.9041,1.5142,1.0478,0,0.8035,0
NM_001025360,Klc1,205.3861,306.7337,218.25,202.6511,381.9242,280.2294
NM_001271486,Rtn3,519.1028,674.4427,946.664,1153.9917,1382.0273,547.9656
NR_028107,Kcnmb4os1,0,0,0,0,0,0
NR_033530,Mrpl15,159.5986,325.2942,344.6518,428.0349,1034.7222,222.0278
NM_010183,Fbrs,236.4846,294.6095,282.8532,260.5573,343.3284,342.5858
NM_001252208,Kcnj16,0.1312,0,0,0,0,0
NM_001162412,Cysltr2,10.7605,7.9494,3.4918,1.4659,3.2166,20.7919
NR_104483,Arhgap25,141.4588,176.4475,106.5027,97.8453,42.6184,244.4729
NM_053270,Rims1,11.2856,1.1368,2.0948,1.4662,2.4118,3.3273
NM_001113517,Arhgef7,19.8244,24.2312,35.2674,28.585,35.378,51.5517
NR_106093,Mir7234,0,0,0,0,0,0
NM_001146199,Ptpn21,23.0976,20.4453,23.7485,24.9184,41.0033,14.9676
NM_020008,Clec7a,13.9174,2.6518,81.715,104.8083,24.1238,0
NR_102372,Dmr,0,0,0,0,0,0
NR_033210,BC005764,1006.5765,377.5744,977.006,1008.163,59.4992,4.9893
NM_001284314,Ube2j2,148.431,215.8528,260.15,263.4951,672.1745,226.9942
NR_015482,LOC100043315,1.1809,0,0.6983,0,0,0
NR_075097,Slc25a43,10.501,3.7854,13.9673,21.2531,14.4758,2.4948
NM_134193,Vmn1r232,0,0,0,0,0,0
NM_027031,Efcab9,0.656,1.5142,1.0479,0.7331,0.8035,1.6635
NM_001142920,Tcf7l2,68.1032,194.998,59.7118,27.1178,36.1853,6.6519
NM_013514,Dmtn,2.2304,31.4473,5.2371,3.2987,242.8232,0.8312
NM_001101503,A230065H16Rik,0,0,0,0,0,0
NM_011028,P2rx6,0.3937,0,0,0,0,0.8318
NM_011150,Lgals3bp,392.0996,546.8878,498.2985,487.4026,1801.7279,383.3427
NM_001011805,Olfr1385,0,0,0,0,0,0
NM_177828,Arhgef37,3.2802,0.7579,1.0478,2.5655,12.8637,0
NM_001286603,Clasp2,10.6313,5.6788,33.5237,23.4524,41.8098,34.9192
NM_001141931,Rbms1,82.815,99.9621,182.6367,175.1704,133.4663,458.9975
NM_019666,Syncrip,81.2432,173.0744,182.6332,122.7667,340.1316,107.2642
NM_133754,Fblim1,1.8368,10.9859,0.698,0,0,0
NR_035426,Mir669e,0,0,0,0,0,0
NM_001254730,3110021N24Rik,7.7409,0,0,0,0,0
NM_029850,Bcl7a,154.4595,295.0283,198.6986,174.4352,492.8629,112.2536
NM_001039658,Mtl5,4.0679,0.3785,6.9828,5.1303,7.2392,1.6635
NM_001286857,Gpatch4,375.7046,617.0157,387.6254,384.4166,1037.2886,335.1037
NM_023284,Nuf2,10.629,24.2412,16.414,9.5264,33.78,1.6627
NM_028118,Wdsub1,54.1969,55.2871,59.719,59.0001,443.0317,30.7703
NR_040321,Ctcflos,5.904,0,0,0,1.607,3.3273
NM_028295,Pdia5,30.9766,35.2162,75.0834,127.5267,24.9249,0
NM_001199084,Wnk1,253.5666,461.1723,501.7952,401.6403,930.2203,929.6105
NM_001142357,Alg12,20.7344,23.0972,23.0467,29.681,40.2001,34.9253
NM_010286,Tsc22d3,42.6499,71.5658,61.4609,64.1318,54.668,273.557
NM_146846,Olfr1087,0,0,0,0,0,0
NM_145925,Pttg1ip,81.7613,139.7483,129.1988,142.9223,242.8137,112.2523
NM_001081030,Sbf1,407.6188,330.2166,296.4497,263.4876,627.155,571.2533
NM_001286182,Lox,0,0,0,0,0,0
NM_013646,Rora,29.3909,5.6806,12.2231,4.3977,27.3483,50.7305
NM_001101606,Gm8817,0,0.3785,0,0,0,5.8211
NM_146110,Aamp,551.7092,696.8213,551.7077,610.5433,1047.6906,450.6775
NM_001003671,Pcdhac1,2.3616,0.7571,0.6984,1.4659,0,0
NM_001281978,Invs,46.5836,60.2,74.0331,50.5706,57.8806,108.931
NM_001162955,Gpr15,0,0,0,0.3665,0,0
NM_198034,Sidt1,21.1235,9.4639,2.4442,1.8321,5.6271,2842.9815
NM_009888,Cfh,1.7058,0.3789,1.746,2.1986,1.6083,0.8312
NR_002452,Nctc1,0.3936,0,0,0,0,4.9909
NM_001253685,Dnajc12,5.9059,4.923,18.1578,27.4839,27.3391,5.8226
NM_025890,Khdc3,4.4611,9.4651,4.5392,7.6946,0.8035,3.3262
NM_001284374,Atf2,41.6057,88.2109,116.2795,115.4373,221.0715,163.8041
NM_178706,Siglech,21.6527,199.5067,0.3494,2.1986,1.607,1.663
NM_025549,Arrdc4,9.3177,6.4374,14.3169,12.4591,24.1265,8.3151
NM_199473,Col8a2,0.2624,0.3785,0,0,0,6.6524
NR_045443,1700019B21Rik,0,0,0,0,0,0
NM_177691,Ppm1n,0,0.3788,0,0,0,4.1574
NR_002928,Gm1943,9.1842,19.3132,12.2227,6.9632,19.2951,3.3263
NM_146758,Olfr678,0,0,0,0,0,0
NM_001256001,Cacna1c,23.3546,0,6.2864,0.3665,19.294,0
NM_178055,Dnajb2,17.3236,39.7639,12.9189,2.9319,83.6284,54.0474
NM_173446,Fam155a,11.6784,20.824,1.3976,0.3664,0.8035,5.822
NM_001167537,Vmn1r88,0,0,0,0,0,0
NM_001270722,Gm21319,10.6288,0,2.7943,1.0992,2.4118,1.6636
NM_024262,Smg8,23.7514,27.6347,50.9863,60.4645,92.456,17.4632
NM_008028,Flot2,159.3806,113.9929,192.4102,274.1137,312.7569,157.1604
NM_001195437,Gm590,0,0,0,0,0.8035,0.8318
NR_106072,Mir7213,0,0,0,0,0,0
NM_027756,Mfap3l,6.9561,0.3785,3.1425,6.2298,0.8048,0
NM_001166666,Rtel1,69.8102,98.845,91.1364,72.5622,230.7603,132.2106
NM_001177320,Tfpi,8.6624,5.6781,20.9545,20.1544,15.2725,7.4848
NM_172676,Samd10,39.6293,32.5627,31.7742,28.9497,10.4518,69.0184
NM_001285805,Zbtb20,216.1375,429.4272,345.0099,203.7511,352.9686,759.1359
NR_033622,Gm6607,0.5252,0,0,0.3664,2.4131,0
NM_001029983,Man1b1,263.6329,272.2586,297.514,266.7815,672.9871,214.5384
NM_001081393,Armc4,8.1347,0.7573,0,0,0,1.6636
NM_146677,Olfr825,0,0,0,0,0,0
NM_001081658,Dytn,0.9184,0,0,0,0,0.8312
NM_001033378,A430078G23Rik,101.302,130.2407,122.22,88.3158,53.0635,666.8669
NM_177901,4933402J07Rik,7.7413,0,0,0,0.8035,0
NM_022656,Nisch,433.981,536.1949,485.3884,515.6174,727.7195,582.8717
NM_007610,Casp2,62.7454,138.1795,194.499,154.2827,270.1202,101.4461
NM_172487,Prrt3,0,0,0,0,0,0
NM_001205068,Jmjd4,20.0768,27.2638,33.1767,23.8208,86.8332,35.7512
NM_153107,Cpz,0,0,0,0,0,0
NM_001109906,Stau1,113.9215,168.5032,163.777,164.1763,345.7191,111.4189
NM_001163554,Pou2f2,731.1812,430.1338,645.3563,523.6666,72.3588,750.0524
NM_001256052,Rslcan18,3.8052,3.0283,6.9847,5.131,12.0615,9.98
NM_144960,Fcamr,0,0,0,0,0,0
NM_026367,Gpatch2,59.4505,70.8008,118.7364,87.9515,162.4176,156.3185
NM_053157,Tm2d1,33.1999,46.1958,54.4788,40.3103,74.7666,81.4895
NM_019798,Pde4a,94.1,82.9342,222.4393,224.2737,305.5455,8.3144
NM_015808,Krtap5-1,0,0,0,0,0,0
NM_146732,Olfr488,0,0,0,0,0,0
NM_181731,Cabyr,2.8867,2.6498,3.143,3.298,5.6244,0
NM_001277229,Zbtb24,46.1894,63.9938,49.5898,49.1053,69.9589,96.4575
NM_001081357,Map4k3,38.1865,34.8321,62.1645,41.7775,24.1265,49.8937
NM_001101628,Iqcf6,0,0,0,0,0,0
NM_009236,Sox18,0,0.7571,0,0,0,0
NM_177814,Erc2,24.4098,0,1.7456,0.3665,1.607,3.3266
NM_177321,Mia2,0.1314,0,0,0,0,2.4953
NM_009580,Zp1,0.5249,0.3788,0,0,0,0
NM_029726,Trdn,11.0212,0,3.1437,0.7329,3.2153,19.1316
NM_001286664,Ssbp1,109.3241,156.382,159.2283,185.4354,290.2571,87.3078
NR_003596,Gm6455,0,0,0,0,0,0
NM_001099632,Rnf39,0,0,0,0,0,0
NM_026592,B230118H07Rik,27.8236,26.5148,59.3643,70.3598,60.3145,0.8312
NM_010362,Gsto1,446.0698,482.4755,829.3097,941.8397,1383.7811,63.198
NM_028315,Dis3,33.8635,46.5719,87.3056,84.2839,233.9651,44.0665
NM_021300,Rhox4b,0.7873,0,0.698,0,0.8035,0.8318
NM_008311,Htr2b,0.7872,0.7571,0,0,0,0
NM_183140,Zfp691,9.8424,12.1183,8.0339,6.5954,19.2951,4.989
NM_001177856,Asph,7.6123,23.1038,13.2708,9.5281,61.9162,0.8312
NM_153416,Aaas,140.5502,187.8186,217.5518,171.5014,520.9675,114.7518
NM_024190,Chmp1b,38.5806,57.5585,70.8911,56.0687,132.6459,84.8242
NM_001134697,Ctxn3,0,0,0,0,0,0
NM_030244,Ier5l,17.189,24.9926,12.572,5.8639,0.8035,4.1577
NM_001190264,Mrps36,4.9882,4.9242,9.0804,10.2618,29.7393,9.147
NM_177328,Grm7,23.0941,6.817,1.7469,4.7632,3.2153,6.6511
NM_053218,Vmn1r48,0,0,0,0,0,0
NM_008368,Il2rb,4.1985,12.1151,2.7937,0.7329,6.4317,666.0952
NM_019568,Cxcl14,0.7872,0,0,0,0,0
NM_138580,Nelfe,187.1347,285.9524,230.1185,251.0305,408.3876,78.163
NM_023052,Ccl21c,0,0,0,0,0,0
NM_001195497,Dclk2,29.3912,41.2749,26.8903,19.0576,68.3597,25.7774
NM_001081453,Nin,178.9082,173.0612,356.5269,555.1918,286.2396,253.6163
NM_001195767,Gm6772,1.7058,0,0,0,0,0
NM_054080,Akr1c20,0,0,0,0,0,0
NM_001198789,Ccpg1os,14.697,30.2969,12.9206,12.094,15.2819,10.8089
NM_027872,Slc46a3,11.5469,26.5143,7.6821,9.5284,156.788,34.9178
NM_011164,Prl,0,0,0,0,0,0
NM_145574,Ccdc136,0.5248,0,0,0,0,1.663
NR_029828,Mir217,0,0,0,0,0,0
NM_020575,7-Mar,40.9508,88.2105,91.8383,88.6876,166.4208,217.8407
NM_172586,Zfp322a,36.8902,65.8751,69.841,67.4271,144.6993,75.6676
NM_009841,Cd14,1.8376,26.8977,6.9833,20.1558,0.8048,0
NM_016763,Hsd17b10,261.1393,296.1422,316.7222,271.1867,658.5141,240.2941
NM_144546,Zfp119a,3.1503,3.7854,6.2862,6.5964,4.8261,7.4833
NR_073406,Kcnj15,1.0496,0,0.349,0,0,0
NM_001037177,Nfatc2,10.8922,6.8144,6.9833,0,1.6097,83.1462
NM_001282095,Tjp3,42.5286,41.2773,24.793,33.715,29.7458,43.241
NM_178577,Tmem205,169.3347,78.0117,204.2886,202.2887,78.7759,0.8312
NM_021313,Rnf25,107.0778,130.2823,83.108,99.6725,186.5376,110.5969
NM_201361,Rmdn2,3.9365,6.8145,11.8735,9.8956,13.6655,9.1481
NM_025911,Ccdc91,38.5817,51.1122,61.8133,36.2785,65.1301,69.0092
NM_181070,Rab18,50.526,91.2637,119.4274,100.412,291.8074,87.3114
NM_010222,Fkbp7,7.0887,16.6558,18.1577,13.5597,15.2779,2.4947
NM_001110856,Crem,10.1044,26.8854,19.5554,8.4286,30.5493,25.7793
NM_019423,Elovl2,0,0,0,0,0.8048,0
NM_001114613,Stxbp5l,5.1169,0.7579,0,0.7331,0,0
NM_001081746,Gm7609,0.2626,0.3785,0,0,0,0
NR_027890,5031426D15Rik,0.1312,0.3789,0,0,0,0
NM_025719,Nkapl,1.1808,7.956,5.9368,5.4956,8.0414,0
NM_054038,Scgb3a2,0,0,0,0,0,0
NM_001205108,Ssxb6,0,0,0,0,0,0
NM_009193,Slbp,31.1038,61.7181,86.951,65.23,224.313,67.3501
NM_001159578,Lnx1,6.9538,2.2722,5.2402,0,0.8035,0.8312
NM_023160,Cml1,11.416,15.1465,10.4754,12.0941,47.4326,17.4611
NM_146902,Olfr1221,0,0,0,0,0,0
NM_001277245,Acr,0,0,2.0952,0,21.7134,0
NM_001164635,Slc22a8,0.656,0,0,0.7331,0,0
NM_175317,Eftud1,82.0178,123.8311,105.8119,98.5781,225.9472,118.9051
NM_201529,Lmo7,14.1705,1.5142,1.7464,0.3665,1.607,0
NM_001276680,Syt6,0.7872,0.3788,0,0.3665,0,9.9784
NM_001024138,Gpr139,3.6736,0.3785,2.0952,0,0,0.8312
NM_153169,Pnma3,0,0,0,0,0,0
NM_153402,Ago3,58.9312,47.7055,83.8146,63.031,139.9072,163.8182
NR_033608,1700084J12Rik,0,0,0,0,0,0
NM_001164048,Mb,0,0.3788,0,0,0,0
NM_010250,Gabra1,2.6242,0.3789,0.349,0.3664,0,0.8318
NM_001286468,Arhgap24,5.2497,5.6821,3.8418,4.0311,4.0213,0
NM_001146174,Rangap1,462.0821,862.4502,530.437,564.7292,1541.3282,409.941
NM_001164272,Cpsf7,75.9784,110.1842,138.9851,98.9433,219.496,170.4648
NM_001013365,Osm,9.3174,13.631,25.1433,12.4591,32.9622,24.9475
NR_102275,AI839979,10.1107,0.7573,24.442,30.051,8.8411,0
NM_053246,Dok4,2.8866,12.118,2.7931,1.8327,0.8035,1.663
NR_040310,1700025B11Rik,0,0,0,0,0,0
NM_031842,Smarcd1,198.7997,282.8562,185.7724,142.1895,262.1247,122.2325
NM_145149,Rasgrp4,16.0078,7.1931,8.3815,6.2299,14.4717,5.8198
NM_009710,Art1,5.642,4.164,2.0944,0,2.4105,5.8218
NR_046158,5930438M14Rik,0.3936,0,0,0,0,0
NM_133786,Smc4,446.5394,788.5554,800.0023,674.6633,1698.833,1521.6319
NM_001277926,Casp8,259.2007,252.9184,317.7515,284.3738,285.3733,367.5373
NM_001253796,Smim22,0,0,0,0,0,0
NM_001013811,Fam169b,19.944,18.9289,3.841,3.2981,7.243,816.5498
NM_001093776,Myt1l,10.4971,0,0,0.7331,0,2.4936
NM_030058,Spint4,0,0,0,0,0,0
NM_029238,Slc35f4,2.7552,0,0,0,1.607,1.663
NM_173429,Zfp775,24.1426,30.297,18.8544,19.4197,24.9273,29.1015
NM_199029,Zfp395,31.3614,49.2232,50.9852,32.9827,86.8305,62.3584
NM_146535,Olfr1370,0,0,0,0,0,0
NM_207238,Fbxo27,0.7873,0.3785,1.7468,0.3662,0,1.6636
NM_009572,Zhx1,42.1289,63.2238,103.365,122.0284,178.4979,58.2025
NM_011882,Rnasel,145.0016,136.6892,151.8989,127.528,174.4842,152.996
NM_027963,Wdr16,3.0176,0,0,0,0,0
NM_011379,Sipa1,374.6747,518.1124,307.2967,350.3344,609.485,769.1848
NR_033471,Gm10857,0.5248,0,0,0,0,0
NM_001168488,Men1,174.5739,207.5154,169.0149,207.0517,333.6773,138.0353
NM_001145884,Itgb5,49.3408,56.4409,60.416,39.579,4.0201,0.8318
NM_001163189,Enthd1,3.9361,0.757,1.0473,1.4662,4.0213,14.9662
NM_026885,Chmp2a,200.9213,243.8891,259.4546,276.6789,642.4499,247.7927
NM_001001805,Olfr576,0,0,0,0,0,0
NM_001033794,Fbxw18,0.7872,0,0,0,0,0
NM_026380,Rgs8,16.7941,28.3986,1.7459,6.2298,0.8035,0
NM_001047159,Net1,121.1138,159.4343,76.8248,53.5043,652.056,59.8716
NM_172461,Nek11,11.9396,3.7894,1.0479,0.3665,0,0
NM_021548,Arpp19,260.3733,389.3125,404.7169,474.5799,1103.8684,304.3387
NM_001166431,Hnrnpf,138.3202,258.292,216.1392,242.9743,661.6873,183.7752
NM_001014395,Fbxw22,0.656,0,0,0,0,0
NM_144900,Atp1a1,585.318,873.6726,658.911,588.1785,1764.0617,804.8837
NM_010763,Man1a2,120.2295,174.1856,197.6419,171.8719,398.012,317.633
NM_138679,Ash1l,200.1373,352.8714,394.9473,312.5891,617.5237,620.314
NM_001177832,Gm10324,0,0,0,0,0,0
NM_001167872,Zfp568,26.521,36.3567,47.8423,59.3647,114.981,29.1036
NM_001242360,Trnt1,4.5932,3.0286,8.7291,5.8626,35.387,4.9878
NM_026690,Aspdh,0,0,0,0,0,0
NM_001159394,Nfkbiz,28.2143,62.4715,29.3341,24.5526,14.4717,192.0807
NM_001104635,Vmn2r21,0,0,0,0,0,0
NM_001081068,Ltn1,77.1796,107.909,174.6029,156.8424,326.4356,172.9475
NM_029042,4930435E12Rik,0,0,0,0,0,0
NM_207104,Haus7,101.9619,187.0983,114.5455,111.4037,232.3778,87.3165
NM_021507,Sqrdl,23.7544,45.445,32.475,62.6636,209.0192,4.9897
NM_022999,Prrg2,46.4702,25.3657,25.493,35.9137,90.0458,21.6203
NM_019769,Chp1,84.2606,113.5949,160.9714,155.7518,267.748,172.118
NM_139296,Moxd2,0.1312,0,0,0,0,0
NM_008170,Grin2a,8.9221,0,1.0476,0.7328,4.0175,0
NM_138589,Ubfd1,72.0605,121.927,142.1224,159.0444,213.8822,66.52
NM_026508,Trap1,312.2032,437.0506,408.9055,556.6713,918.2323,202.8927
NM_145842,Vmn1r69,0,0,0,0,0,0
NM_177386,Sfmbt2,8.1372,4.164,8.0318,4.764,1.607,36.583
NR_033514,2310015A10Rik,29.392,32.1836,17.8083,18.3236,61.1113,34.9274
NM_177213,Abca15,2.0996,0.7574,0,0,0.8048,0
NR_037256,Mir467a-5,0,0,0,0,0,0
NR_045694,Gm4961,0,0.3785,0.3491,1.0996,0,0
NM_001033966,Ak2,75.8604,126.1181,86.6032,83.5538,175.2877,25.7769
NM_009924,Cnr2,9.4517,4.9215,17.1104,29.3166,150.376,113.0848
NM_013568,Kcna6,0.7872,0,0,0,0,0
NM_001025380,Adam39,0,0,0,0,0,0
NR_030492,Mir711,0,0,0,0,0,0
NM_152807,Ccdc137,64.9563,80.6553,92.191,88.6833,267.7413,57.377
NM_001082546,BC100530,0.5248,0,0,0,0,0
NM_013898,Timm8a1,1.8369,3.0308,5.5856,3.6644,6.4317,0
NR_045423,Gm15997,10.4962,0,0.3491,0,0,0
NM_027854,Tmem248,136.1231,198.0669,181.9331,259.4607,385.1629,135.5417
NM_001043355,Map6,0.2624,0,0,0,0.8035,2.4945
NM_008567,Mcm6,921.4773,1281.2636,1318.1585,1408.3807,2935.6121,250.2899
NM_175291,Dock10,749.2478,1230.8343,1616.8126,1310.0996,989.7523,2792.1723
NM_022992,Arl6ip5,195.7882,258.2408,285.6415,331.6548,480.782,802.4197
NM_029685,1700113H08Rik,2.1,2.6498,0.3491,0,11.2631,1.663
NM_001195760,S100a2,0,0,0,0,0,0
NM_028747,0610012H03Rik,20.3388,23.0956,24.447,17.5898,30.5453,3.3248
NM_001285458,Fmn1,33.0645,2.2735,4.5394,3.2982,1.607,2.4954
NM_025541,Asf1a,112.0745,195.8013,186.1267,209.9825,750.1262,81.4892
NM_001081273,1600015I10Rik,0,0,0,0,0,0
NM_001081499,Tbc1d8b,15.485,12.4935,25.1431,31.1491,77.1809,61.53
NM_182840,Emilin3,1.1808,0,0,0,0,0
